item_key,catalog_type,catalog_name,match_status,match_score,asin,amazon_title,amazon_url,purchase_ppu,quantity_total,item_net_total,order_date,seller_name,brand,amazon_category
ps_brake_buster,consumable,PS Brake Buster,review,0.521,B07RTZBGWX,"P&S Professional Detail Products - Brake Buster Wheel Cleaner - Non Acid, Removes Brake Dust, Oil, Dirt, Light Corrosion (1 Gallon)",https://www.amazon.ca/dp/B07RTZBGWX,48.0,1.0,54.24,2023/12/12,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
ps_carpet_bomber,consumable,PS Carpet Bomber,review,0.511,B0779L7MVR,P&S Professional Detail Products - Carpet Bomber - Carpet and Upholstery Cleaner; Citrus Based Cleaner Dissolves Grease and Lifts Dirt; Highly Dilutable; Great on Engines & Wheel Wells (1 Gallon),https://www.amazon.ca/dp/B0779L7MVR,44.0,1.0,49.72,2023/12/12,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
ps_dream_maker,consumable,PS Dream Maker,unmatched,0.499,B09C8WRN95,P&S Professional Detail Products - Dream Maker - Show Car Exterior Gloss Amplifier Spray; Works on Single Stage or Clear Coated Paint; Safe on Existing Protection; Improve Look and Feel (1 Pint),https://www.amazon.ca/dp/B09C8WRN95,26.95,1.0,30.45,2023/12/12,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
ps_paint_gloss,consumable,PS Paint Gloss,review,0.51,B0779LPFXV,"P&S Professional Detail Products - Paint Gloss Showroom Spray N Shine - Instant Detailer; Effectively Removes Dirt, Fingerprints, Dust, and Smudges; Excellent Clay Lubricant; C5001 (1 Gallon)",https://www.amazon.ca/dp/B0779LPFXV,47.0,1.0,53.11,2024/05/09,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Home Improvement
ps_pearl_shampoo,consumable,PS Pearl Shampoo,unmatched,0.362,B00BOURFCQ,Dove Men+Care Fresh & Clean 2-in-1 Shampoo & Conditioner for Dry Hair with Caffeine and Menthol 750 ml,https://www.amazon.ca/dp/B00BOURFCQ,8.66,1.0,9.79,2022/11/25,Amazon.ca,Dove Men + Care,Beauty
ps_ragsto_riches,consumable,PS Ragsto Riches,unmatched,0.375,B08NWJ68NX,"P&S Professional Detail Products - Rags to Riches - Premium Microfiber Detergent, Deep Cleans and Restores, Safe on All Fabrics, Highly Concentrated, Next Generation Cleaning Technology (1 Quart)",https://www.amazon.ca/dp/B08NWJ68NX,32.0,1.0,36.16,2024/05/09,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Health and Beauty
ps_shine_all,consumable,PS Shine All,review,0.506,B0779HH2CJ,"P&S Professional Detail Products - Shine All Performance Dressing - Premium High Performance Water Based Tire Dressing, Also Perfect for Vinyl, Rubber & Leather, Professional Gloss Finish (1 Gallon)",https://www.amazon.ca/dp/B0779HH2CJ,69.0,1.0,77.97,2023/12/22,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
ps_swift_shine,consumable,PS Swift Shine,unmatched,0.353,B07GZSRD25,Relentless Drive Ergonomic Tire Brush - Car Wheel Brush for Tire Shine Application - Heavy Duty Bristles & Curved Head for Easy Use,https://www.amazon.ca/dp/B07GZSRD25,14.27,1.0,16.12,2023/10/06,Accelerator Store,Relentless Drive,Kitchen
ps_terminator,consumable,PS Terminator,review,0.615,B0779LHVMD,"P&S Professional Detail Products - Terminator Enzyme Spot and Stain Remover - Perfect for Attacking & Removing Embedded Soils, Grease, Dirt and Protein Based Stains; Deodorizes; Fresh Scent (1 Gallon)",https://www.amazon.ca/dp/B0779LHVMD,44.0,1.0,49.72,2023/12/22,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
ps_xpress_cleaner,consumable,PS Xpress Cleaner,review,0.519,B07WRS7HT6,"P&S Professional Detail Products - Xpress Interior Cleaner - Perfect for Cleaning All Vehicle Interior Surfaces of Traffic Marks, Dirt, Grease, and Oil; Works on Leather, Vinyl, and Plastic (1 Gallon)",https://www.amazon.ca/dp/B07WRS7HT6,43.0,1.0,48.59,2023/12/12,The Rag Company,P & S PROFESSIONAL DETAIL PRODUCTS,Automotive Parts and Accessories
rag_company_ultra_clay_mitt,consumable,Rag Company Ultra Clay Mitt,review,0.577,B0B27TFK69,The Rag Company - Ultra Clay Decontamination Mitt - Effective Cleaning & Release of Paint Contaminants; Increase Wax and Sealant Bond; Enhance Gloss and Depth of Color; Fine Grade (8.7in. x 5.7in.),https://www.amazon.ca/dp/B0B27TFK69,49.95,1.0,56.44,2023/12/12,The Rag Company,The Rag Company,Health and Beauty
rag_company_ultra_clay_scrubber,consumable,Rag Company Ultra Clay Scrubber,review,0.595,B0BSFXT816,"The Rag Company - Ultra Clay Scrubber - Fast and Effective Removal of Paint Contaminants, Light Overspray, and More; Dual Sided Design for Scrubbing and Clay Work; Deep Clean Glass (2-Pack),Blue",https://www.amazon.ca/dp/B0BSFXT816,35.95,1.0,40.62,2023/12/12,The Rag Company,The Rag Company,Automotive Parts and Accessories
relentless_car_wash_mitts,consumable,Relentless Car Wash Mitts,review,0.524,B011B25IXY,"Relentless Drive Premium Car Wash Mitt (2-pack, Extra Large) - Car Wash Sponge - Chenille Microfiber Car Wash Mitt Scratch Free - Ultra Absorbent Micr",https://www.amazon.ca/dp/B011B25IXY,17.13,2.0,38.72,2023/10/31,Accelerator Store,Relentless Drive,Kitchen
relentless_tire_brush,consumable,Relentless Tire Brush,review,0.593,B07GZSRD25,Relentless Drive Ergonomic Tire Brush - Car Wheel Brush for Tire Shine Application - Heavy Duty Bristles & Curved Head for Easy Use,https://www.amazon.ca/dp/B07GZSRD25,14.27,1.0,16.12,2023/10/06,Accelerator Store,Relentless Drive,Kitchen
shelandypowerful_dryer,consumable,SHELANDYPowerful Dryer,unmatched,0.425,B07H8TVGR9,"SHELANDY Powerful Motorcycle & Car Dryer with 14 Foot Flexible Hose & Wheels - for Auto Detailing and dusting,black",https://www.amazon.ca/dp/B07H8TVGR9,139.99,1.0,158.19,2023/11/22,Shelandy Pet Supplies,SHELANDY,Automotive Parts and Accessories
shop_vac_filter_bags,consumable,Shop Vac Filter Bags,review,0.505,B0BFCR8CD8,"8 Pack 90107 Dry Filter Compatible with Shop Vac 5 Gallon and Above Filters, Replacement Parts #9010700, 9013700",https://www.amazon.ca/dp/B0BFCR8CD8,19.99,1.0,22.59,2023/10/31,MZY LLC-HOME,MZY LLC,Major Appliances
simoniz_2000,consumable,Simoniz 2000,unmatched,0.277,B004N3AVCM,"Simplicity Sewing Pattern 2613 Crafts, One Size",https://www.amazon.ca/dp/B004N3AVCM,19.89,1.0,22.48,2022/06/20,Amazon,Simplicity Creative Group Patterns,Art and Craft Supply
stoner_car_care_92034_2_pk_22_ounce_trim_shine_protectant_for_interior_and_exterior_restores_moistur,consumable,"Stoner Car Care 92034 2 PK 22 Ounce Trim Shine Protectant for Interior and Exterior Restores, Moisturizes, and Conditions Vinyl, Rubber, Leather and More, Pack of 2",strong,0.963,B09RGHDW6V,"Stoner Car Care 92034-2PK 22-Ounce Trim Shine Protectant for Interior and Exterior Restores, Moisturizes, and Conditions Vinyl, Rubber, Leather and More, Pack of 2",https://www.amazon.ca/dp/B09RGHDW6V,21.99,1.0,24.85,2024/06/04,Amazon.ca,Stoner Car Care,Automotive Parts and Accessories
takavu_wheel_brush,consumable,Takavu Wheel Brush,review,0.573,B071VRJRKK,"TAKAVU Master Wheel Brush, Easy Reach Wheel and Rim Detailing Brush 18'' Long Soft Bristle, Car Wheel Brush, Rim Tire Detail Brush,Multipurpose use for Wheels,Rims,Exhaust Tips,Motorcycles",https://www.amazon.ca/dp/B071VRJRKK,6.0,1.0,14.0,2023/10/06,MLTYSTORE,TAKAVU,Automotive Parts and Accessories
the_rag_company_pearl_microfiber_sponges,consumable,The Rag Company Pearl Microfiber Sponges,review,0.61,B09DK4X2MZ,"The Rag Company - The Pearl Microfiber Detailing Applicator Sponges (6-Pack) Versatile Detailing Tool, Excellent for Applying Wax, Sealants, Coatings and Other Automotive Products, 3in x 5in, Orange",https://www.amazon.ca/dp/B09DK4X2MZ,15.5,1.0,17.52,2023/11/22,The Rag Company,The Rag Company,Kitchen
tire_cleaner_sponge,consumable,Tire Cleaner Sponge,review,0.572,B098NJHVTD,6 Pieces Tire Hex Grip Dressing Applicator Washable Tire Shine Applicator Dressing Pad Car Detailing Foam Sponge Reusable Tire Cleaner Sponge for No Mess Tire Detailing Supplies (4.33 Inch Diameter),https://www.amazon.ca/dp/B098NJHVTD,28.7,1.0,32.44,2023/12/22,Geemic,BBTO,Automotive Parts and Accessories
turtle_wax_53409_hybrid_solutions_ceramic_spray_coating_incredible_shine_and_protection_for_car_pain,consumable,"Turtle Wax 53409 Hybrid Solutions Ceramic Spray Coating, Incredible Shine & Protection for Car Paint, Extreme Water Beading, Safe for Cars, Trucks, Motorcycles, RV's & More, 16 oz.",strong,0.964,B07XYPS3PS,"Turtle Wax 53409 Hybrid Solutions Ceramic Spray Coating, Incredible Shine & Protection for Car Paint, Extreme Water Beading, Safe for Cars, Trucks, Motorcycles, RV's & More, 16 oz.",https://www.amazon.ca/dp/B07XYPS3PS,34.62,1.0,39.12,2024/05/09,Euro Parts Etc,Turtle Wax,Automotive Parts and Accessories
turtle_wax_graphene,consumable,Turtle Wax Graphene,review,0.531,B09V3DQRS4,Turtle Wax Hybrid Solutions Pro Flex Car Spray Wax 680ml 53706 - Graphene Infused Detailing Spray for Car Showroom Instant Shine & Gloss with Paintwork Protection Against Road Grime & UV Rays,https://www.amazon.ca/dp/B09V3DQRS4,34.99,1.0,39.54,2024/05/09,TW Express Wash,Turtle Wax,Automotive Parts and Accessories
turtle_wax_hybrid,consumable,Turtle Wax Hybrid,review,0.54,B09V3DQRS4,Turtle Wax Hybrid Solutions Pro Flex Car Spray Wax 680ml 53706 - Graphene Infused Detailing Spray for Car Showroom Instant Shine & Gloss with Paintwork Protection Against Road Grime & UV Rays,https://www.amazon.ca/dp/B09V3DQRS4,34.99,1.0,39.54,2024/05/09,TW Express Wash,Turtle Wax,Automotive Parts and Accessories
turtle_wax_ice,consumable,Turtle Wax Ice,unmatched,0.438,B07XYPS3PS,"Turtle Wax 53409 Hybrid Solutions Ceramic Spray Coating, Incredible Shine & Protection for Car Paint, Extreme Water Beading, Safe for Cars, Trucks, Motorcycles, RV's & More, 16 oz.",https://www.amazon.ca/dp/B07XYPS3PS,34.62,1.0,39.12,2024/05/09,Euro Parts Etc,Turtle Wax,Automotive Parts and Accessories
turtle_wax_slickn_shine,consumable,Turtle Wax Slickn Shine,unmatched,0.468,B07XYPS3PS,"Turtle Wax 53409 Hybrid Solutions Ceramic Spray Coating, Incredible Shine & Protection for Car Paint, Extreme Water Beading, Safe for Cars, Trucks, Motorcycles, RV's & More, 16 oz.",https://www.amazon.ca/dp/B07XYPS3PS,34.62,1.0,39.12,2024/05/09,Euro Parts Etc,Turtle Wax,Automotive Parts and Accessories
vevorwater_tank_bladder,consumable,VEVORWater Tank Bladder,unmatched,0.491,B0C1Z6JRVX,"VEVOR Water Tank Bladder, 143 Gallon Large Capacity, PVC Collapsible Water Bladder Including Spigots and Overflow Kit, Portable Water Storage Bladder",https://www.amazon.ca/dp/B0C1Z6JRVX,153.03,1.0,172.92,2023/10/19,Amazon.ca,VEVOR,"Business, Industrial, & Scientific Supplies Basic"
wagner_spraytech,consumable,Wagner Spraytech,review,0.517,B01JYVLF0Y,"Wagner Spraytech C900054.M AutoRight SteamMachine Multi-Purpose Steam Cleaner, 12 Accessories Included, Steamer, Steam Cleaners, Steamer for cleaning, Power Steamer, Color May Vary",https://www.amazon.ca/dp/B01JYVLF0Y,129.99,1.0,146.89,2023/11/22,Amazon,Wagner Spray Tech,Automotive Parts and Accessories
work_light_2500_lm,consumable,Work Light 2500 LM,unmatched,0.495,B0B97F3XZZ,"Work Light, 2500LM Bright LED Work Lights, 5200mAh Rechargeable Magnetic Underhood Work Light Bar with Hooks, Cordless Portable Work Light for Mechanics for Car Repairing/Garage/Workshop/Emergency",https://www.amazon.ca/dp/B0B97F3XZZ,67.99,1.0,76.83,2023/11/26,Ropelux US,ropelux,Lighting
yuet_high_pressure_washer_gun_with_5_pcs_spray_nozzles_4350_psi,consumable,"YUET High Pressure Washer Gun with 5 Pcs Spray Nozzles, 4350 PSI",review,0.748,B0BLTV8J9J,"YUET High Pressure Washer Gun with 5Pcs Spray Nozzles, 4350 PSI 1/4"" Quick Release Car Washer Gun, Power Short Spray Gun M22 Metric Thread for Car Cleaning Washer Tool M22 14MM Fitting Hose Connector",https://www.amazon.ca/dp/B0BLTV8J9J,19.69,1.0,22.25,2025/02/10,YUET Official CA,YUET,Home Improvement
zavrski_car_clay_bar_3_pack_100_g_auto_detailing_clay_bar_premium_grade_clay_bar_cleaner_washing_sup,consumable,"Zavrski Car Clay Bar 3 Pack 100 g Auto Detailing Clay Bar Premium Grade Clay Bar Cleaner Washing Supplies with Washing and Adsorption Capacity for Cleaning Cars, RV, Bus and Boats",strong,0.947,B0BLSX7SSB,"Zavrski Car Clay Bar 3 Pack 100g Auto Detailing Clay Bar Premium Grade Clay Bar Cleaner Washing Supplies with Washing and Adsorption Capacity for Cleaning Cars, RV, Bus and Boats",https://www.amazon.ca/dp/B0BLSX7SSB,16.98,1.0,19.19,2024/06/03,AoligateHong,Zavrski,Automotive Parts and Accessories
10_pieces_plastic_garden_hose_quick_connect_set_3_4_inch_ght_water_hose_fittings_male_and_female_nip,tool,"10 Pieces Plastic Garden Hose Quick Connect Set, 3 4 Inch GHT Water Hose Fittings Male and Female Nipples for Garden Hose, Sprinklers and Spray Nozzles(2 Sets)",strong,0.964,B0CLHX29LG,"10 Pieces Plastic Garden Hose Quick Connect Set, 3/4 Inch GHT Water Hose Fittings Male and Female Nipples for Garden Hose, Sprinklers and Spray Nozzles(2 Sets)",https://www.amazon.ca/dp/B0CLHX29LG,15.99,1.0,18.07,2024/06/08,Saloriya,Sumalon,Home Improvement
2000_w_immersion_water_heater_portable_electric_instant_bucket_heater_with_digital_lcd_thermometer_s,tool,"2000 W Immersion Water Heater,Portable Electric Instant Bucket Heater with Digital LCD Thermometer, Stainless Steel Guard Anti scalding Submersible Water Heater for Pool Bathtub,UL Listed",strong,0.826,B0CJLGGPQG,"2000W Immersion Water Heater,Portable Electric Instant Bucket Heater with Digital LCD Thermometer, Stainless Steel Guard Anti-scalding Submersible Water Heater for Pool Bathtub,UL Listed(Black）",https://www.amazon.ca/dp/B0CJLGGPQG,30.48,2.0,68.9,2024/06/03,Laboomkey,Laboomkey,"Business, Industrial, & Scientific Supplies Basic"
5_bc_9_ed_8360_d_541_c_1268_f_92_aef_47_fa_81_f_w_3000_h_600_cr_0_0_3000_600_sx_1500,tool,"5 bc 9 ed 8360 d 541 c 1268 f 92 aef 47 fa 81 f.w 3000.h 600. CR 0,0,3000,600 SX 1500",unmatched,0.275,B08KVTNL28,"POWXS 4 Bay 18650 Battery Charger, Fast Lithium Charger for 18650 26650 22650 21700 20700 18490 18350 17670 17500 16340(RCR123) 14500 Li-ion and C AAA",https://www.amazon.ca/dp/B08KVTNL28,26.77,2.0,55.98,2023/06/21,POWXS-DIRECT,POWXS,CE
71_c_9_rca_0_yl_ac_sx_522,tool,71 C 9 rca 0 YL. AC SX 522,unmatched,0.301,B00ICS712W,"RMP 304 Stainless Steel Sheet, 2B, 12 Inch x 12 Inch x 0.022 Inch (24 Ga)",https://www.amazon.ca/dp/B00ICS712W,20.59,1.0,20.59,2023/12/22,Rose Metal Products,RMP,"Business, Industrial, & Scientific Supplies Basic"
71_egsfnw_57_l_ac_sx_522,tool,71 Egsfnw 57 L. AC SX 522,unmatched,0.28,B00ICS712W,"RMP 304 Stainless Steel Sheet, 2B, 12 Inch x 12 Inch x 0.022 Inch (24 Ga)",https://www.amazon.ca/dp/B00ICS712W,20.59,1.0,20.59,2023/12/22,Rose Metal Products,RMP,"Business, Industrial, & Scientific Supplies Basic"
71_g_omow_qwb_l_ac_sx_679,tool,71 g Omow QWb L. AC SX 679,unmatched,0.264,B07HGCL9DW,144/Pk Pike Jeweler's Saw Blades #1/0 Jewelry Making Cutting Sawblades,https://www.amazon.ca/dp/B07HGCL9DW,30.02,1.0,33.92,2023/11/26,Atlantic Tools,PMC Supplies LLC,"Business, Industrial, & Scientific Supplies Basic"
71_uex_nx_0_vv_l_ac_sx_522,tool,71 Uex Nx 0 vv L. AC SX 522,unmatched,0.285,B00ICS712W,"RMP 304 Stainless Steel Sheet, 2B, 12 Inch x 12 Inch x 0.022 Inch (24 Ga)",https://www.amazon.ca/dp/B00ICS712W,20.59,1.0,20.59,2023/12/22,Rose Metal Products,RMP,"Business, Industrial, & Scientific Supplies Basic"
8000_watt_elite_series_portable_gas_generator_cb_0_ee_7_d_6_98_cb_4267_b_383_9186_c_8632_c_69,tool,8000 watt elite series portable gas generator cb 0 ee 7 d 6 98 cb 4267 b 383 9186 c 8632 c 69,unmatched,0.307,B09NRG2YT3,"Anker 321 Power Bank (PowerCore 5K), 5,200mAh Ultra-Compact Portable Charger, Compatible with iPhone 13 and 12 Series, Samsung, Google Pixel, LG, and",https://www.amazon.ca/dp/B09NRG2YT3,39.99,2.0,90.38,2022/12/08,AnkerDirect-CA,Anker,Wireless
817_gweb_10_il_ac_sx_522,tool,817 GWeb 10 IL. AC SX 522,unmatched,0.314,B00ICS712W,"RMP 304 Stainless Steel Sheet, 2B, 12 Inch x 12 Inch x 0.022 Inch (24 Ga)",https://www.amazon.ca/dp/B00ICS712W,20.59,1.0,20.59,2023/12/22,Rose Metal Products,RMP,"Business, Industrial, & Scientific Supplies Basic"
819_s_5_r_j_5_gdl_ac_sx_425,tool,819 S 5 r J 5 GDL. AC SX 425,unmatched,0.285,B09Q1Z4C97,"144Pcs 1# 2# 3# 4# 5# 6# 1/0, 2/0, 3/0, 4/0, 5/0, 6/0 Jeweler's Saw Blades Set with Storage Box (12pcs of Each Size), Gold,Silver",https://www.amazon.ca/dp/B09Q1Z4C97,16.49,1.0,16.49,2024/10/21,TIANMAO,JUSTSWAG,"Business, Industrial, & Scientific Supplies Basic"
81_a_1_u_0_d_td_sl_sx_522,tool,81 A 1 U 0 d Td SL. SX 522,unmatched,0.299,B07H9DVLBB,"SanDisk 128GB Extreme PRO SDXC UHS-I Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXY-128G-GN4IN",https://www.amazon.ca/dp/B07H9DVLBB,37.99,1.0,42.93,2022/12/31,Top Select Canada,SanDisk,Personal Computer
81_it_0_ox_3_yol_ac_sx_522,tool,81 IT 0 Ox 3 YOL. AC SX 522,unmatched,0.289,B00ICS712W,"RMP 304 Stainless Steel Sheet, 2B, 12 Inch x 12 Inch x 0.022 Inch (24 Ga)",https://www.amazon.ca/dp/B00ICS712W,20.59,1.0,20.59,2023/12/22,Rose Metal Products,RMP,"Business, Industrial, & Scientific Supplies Basic"
81_wr_uuf_ltj_l_ac_sx_522,tool,81 wr UUf Ltj L. AC SX 522,unmatched,0.294,B08FDCS8Q8,Fruit of the Loom 5 Pack Reusable Adult Face Masks,https://www.amazon.ca/dp/B08FDCS8Q8,7.26,1.0,8.2,2022/06/20,Amazon.ca,Fruit of the Loom,Apparel
air_hose,tool,Air Hose,unmatched,0.495,B01KA41E5K,"Estwing E1450PVCR 1/4"" x 50' PVC/Rubber Hybrid Air Hose with Brass 1/4"" NPT Industrial Fitting and Universal Quick Connect Coupler",https://www.amazon.ca/dp/B01KA41E5K,43.54,1.0,49.2,2023/10/31,Amazon.ca,Estwing,Home Improvement
air_hose_main,tool,Air Hose Main,unmatched,0.426,B0B1PYB1VY,"GOCCIDA 8 Car Cleaning Kit, Car Detailing Kit Cleaning Works with Air Compressor (Sponge Cloth + 5 x Brush Tips + Replacement Hose) 8 Parts Car Cleaning kit",https://www.amazon.ca/dp/B0B1PYB1VY,59.33,1.0,67.04,2023/11/22,GOCCIDA,GOCCIDA,Automotive Parts and Accessories
byttme_professional_4_pack_long_handle_wheel_brush_kit_for_cleaning_wheel_and_tire_2_x_soft_wheel_wo,tool,"Byttme Professional 4 Pack Long Handle Wheel Brush Kit for Cleaning Wheel and Tire 2 X Soft Wheel Woolies Cleaning Brush, Detailing Brush and Stiff Tire Brush Wheel Brush Set",strong,0.963,B0BV7GMNDT,"Byttme Professional 4 Pack Long Handle Wheel Brush Kit for Cleaning Wheel and Tire- 2X Soft Wheel Woolies Cleaning Brush, Detailing Brush and Stiff Tire Brush Wheel Brush Set",https://www.amazon.ca/dp/B0BV7GMNDT,22.99,1.0,25.98,2024/05/09,Biquetu Store,BYTTME,Automotive Parts and Accessories
car_wash_bucket_organizer_hanging_bucket_wash_tool_organizers_portable_car_washing_bucket_with_brush,tool,"Car Wash Bucket Organizer Hanging Bucket Wash Tool Organizers,Portable Car Washing Bucket with Brushes Holders for Car Auto Washing Supplies Ruliyeefu",strong,0.964,B0BXHTLY5K,"Car Wash Bucket Organizer | Hanging Bucket Wash Tool Organizers,Portable Car Washing Bucket with Brushes Holders for Car Auto Washing Supplies Ruliyeefu",https://www.amazon.ca/dp/B0BXHTLY5K,12.89,2.0,51.72,2024/05/09,statue-dam,Ruliyeefu,Home
carshelter,tool,carshelter,unmatched,0.325,B01HEQHXE8,Nerf N-Strike Elite Jolt Blaster,https://www.amazon.ca/dp/B01HEQHXE8,2.93,1.0,3.31,2022/11/25,Amazon.ca,Hasbro,Toy
dekopro_cordless_drill_combo_kit_20_v_max_brushless_impact_drill_and_impact_wrench_cordless_power_to,tool,"DEKOPRO Cordless Drill Combo Kit 20 V Max Brushless Impact Drill and Impact Wrench Cordless Power Tool Set with 2 Pcs 2.0 Ah&4.0 Ah Lithium Ion Batteries, Charger and Storage Bag Included",strong,0.963,B0B55V6NFL,"DEKOPRO Cordless Drill Combo Kit - 20V Max Brushless Impact Drill and Impact Wrench Cordless Power Tool Set with 2Pcs 2.0 Ah&4.0 Ah Lithium-Ion Batteries, Charger and Storage Bag Included",https://www.amazon.ca/dp/B0B55V6NFL,152.99,1.0,172.88,2024/06/03,DEKOPRO,DEKOPRO,Home Improvement
eco_worthy_industrial_water_pressure_diaphragm_pump_110_volt_5_5_gpm_55_psi_110_v_ac_self_priming_wa,tool,"ECO WORTHY Industrial Water Pressure Diaphragm Pump 110 Volt 5.5 GPM 55 PSI, 110 V AC Self Priming Water Booster Transfer Pump On Demand for RV Food Truck Camper Heater Barrel Sprinkler Irrigation",review,0.737,B0C699427X,"ECO-WORTHY Industrial Water Pressure Diaphragm Pump 110Volt 5.5GPM 55PSI, 110V AC Self Priming Water Booster Transfer Pump for Transfer Booster Water Heater Barrel Sprinkler Irrigation",https://www.amazon.ca/dp/B0C699427X,106.59,1.0,120.45,2024/06/03,Warehouse Deals,ECO-WORTHY,Home Improvement
enoch_s_land_brass_garden_hose_fittings_connectors_adapter_female_3_4_ght_to_female_1_2_npt,tool,"Enoch's Land Brass Garden Hose Fittings Connectors Adapter,Female 3 4 GHT to Female 1 2 NPT",strong,0.963,B0C1NHYLZC,"Enoch's Land Brass Garden Hose Fittings Connectors Adapter,Female 3/4"" GHT to Female 1/2"" NPT",https://www.amazon.ca/dp/B0C1NHYLZC,16.66,2.0,35.48,2024/06/18,skyus us,Enoch's Land,Home Improvement
enoch_s_land_brass_garden_hose_fittings_connectors_adapter,tool,Enoch's Land Brass Garden Hose Fittings Connectors Adapter,strong,0.803,B0C1NHYLZC,"Enoch's Land Brass Garden Hose Fittings Connectors Adapter,Female 3/4"" GHT to Female 1/2"" NPT",https://www.amazon.ca/dp/B0C1NHYLZC,16.66,2.0,35.48,2024/06/18,skyus us,Enoch's Land,Home Improvement
gpeng_expandable_garden_hose_50_ft_flexible_water_hose_with_8_function_spray_nozzle_with_40_layers_o,tool,"Gpeng Expandable Garden Hose 50 ft, Flexible Water Hose with 8 Function Spray Nozzle with 40 Layers of Innovative Nano Rubber, No Kink Leak Proof (Black)",review,0.523,B077QQ7H1B,"Gpeng Garden Hose, Expandable Water Hose 50 ft with 10 Function Nozzle,Triple Core Latex and 3/4"" Solid Brass Fittings, Kink Free Retractable Collapsible Gardening Flexible Hose Pipe (Bluewhite)",https://www.amazon.ca/dp/B077QQ7H1B,38.66,1.0,43.69,2024/06/08,G&F INTERNATIONAL E-COMMERCE,Gpeng,Lawn & Patio
hqmpc_garden_hose_y_valve_hose_splitter_brass_hose_splitter_with_solid_brass_handle_brass_y_valve_wa,tool,HQMPC Garden Hose Y Valve Hose Splitter Brass Hose Splitter with Solid Brass Handle Brass Y Valve Water Garden Hose Adapter 2 Way Y Valve 3 4 GHT Thread Extra 4 Presure washers (1),strong,0.964,B086TXJYX1,"HQMPC Garden Hose Y Valve Hose Splitter Brass Hose Splitter with Solid Brass Handle Brass Y Valve Water Garden Hose Adapter 2 Way Y Valve 3/4"" GHT Thread Extra 4 Presure washers (1)",https://www.amazon.ca/dp/B086TXJYX1,18.99,1.0,21.46,2024/06/08,HAOQI MPC,HQMPC,Lawn & Patio
medas_plastic_hose_fitting_hose_connector_for_utility_water_pump,tool,MEDAS Plastic Hose Fitting Hose Connector for Utility Water Pump,review,0.783,B0D44M7HC7,"MEDAS Plastic Hose Fitting Hose Connector for Utility Water Pump, Converts 1-1/2"" Female to 3/4"" Male for Standard Garden Hose Adapter",https://www.amazon.ca/dp/B0D44M7HC7,20.24,1.0,20.24,2024/06/13,ECOEDEN,MEDAS,Home Improvement
mingle_pressure_washer_coupler_metric_m_22_15_mm_male_thread_to_m_22_14_mm_female_fitting_4500_psi,tool,"Mingle Pressure Washer Coupler, Metric M 22 15 mm Male Thread to M 22 14 mm Female Fitting, 4500 PSI",strong,0.961,B07FZ94HPX,"Mingle Pressure Washer Coupler, Metric M22 15mm Male Thread to M22 14mm Female Fitting, 4500 PSI",https://www.amazon.ca/dp/B07FZ94HPX,14.99,1.0,16.94,2025/01/27,MINGLE Tool,M MINGLE,Home Improvement
no_cry_professional_construction_knee_pads_for_men_and_women_with_non_slip_heavy_duty_cap_and_ankle_,tool,No Cry Professional Construction Knee Pads for Men and Women with Non Slip Heavy Duty Cap and Ankle Support,review,0.633,B08LTMW81Z,"NoCry Professional Knee Pads for Men and Women with Enhanced Non-Slip Heavy Duty Cap, Upgraded Adjustable Elastic Straps and a Comfortable Foam and Gel Cushion",https://www.amazon.ca/dp/B08LTMW81Z,39.99,1.0,45.19,2024/05/09,NoCry,NoCry,Home Improvement
power_cord,tool,Power Cord,review,0.516,B08XMM83SH,"Yintar Power Bar with 8 Ft, Surge Protector Power Strip with 18 AC Outlets and 3 USB Ports, 8 Feet Extension Cord (1875W/15A) , 2100 Joules, ETL Liste",https://www.amazon.ca/dp/B08XMM83SH,29.97,1.0,33.87,2022/08/25,ANDAXING TECH,Yintar,CE
pressure_washer,tool,Pressure Washer,review,0.573,B0C7TTYM3B,"EVEAGE 2-in-1 Undercarriage Pressure Washer Attachment, 16"" Pressure Washer Water Broom w/Extension Wands & Wash Mitt, 4000 PSI, Black",https://www.amazon.ca/dp/B0C7TTYM3B,72.99,1.0,82.48,2023/10/06,EVEAGE DIRECT,EVEAGE,Lawn & Patio
pvc_garden_hose_adapters,tool,PVC Garden Hose Adapters,review,0.713,B0CZL3XDBB,"PVC Garden Hose Adapters, 1.5"" NPT Male to 3/4"" GHT Female, 2 Pack with Teflon Tape and Stainless Steel Clamps for Sump Pump and Pool Pump Hose Adapter, Garden Hose and Sump Pump Connector Parts",https://www.amazon.ca/dp/B0CZL3XDBB,22.8,1.0,25.76,2024/06/08,SCBao,BAOMEI,Home Improvement
